"mandante","visitante","vencedor","mandante_Placar","visitante_Placar","vencedor_Estado"
"Corinthians","Fluminense","Corinthians","2","0","SP"
"Coritiba","Sport","Empate","0","0",""
"Santos","Chapecoense","Santos","3","1","SP"
"Figueirense","Gremio","Gremio","0","2","RS"
"Sao Paulo","Internacional","Sao Paulo","2","0","SP"
"Vasco","Atletico-MG","Atletico-MG","1","2","MG"
"Athletico-PR","Joinville","Empate","0","0",""
"Cruzeiro","Figueirense","Cruzeiro","5","1","MG"
"Chapecoense","Ponte Preta","Empate","0","0",""
"Gremio","Goias","Gremio","2","1","RS"
"Palmeiras","Corinthians","Empate","3","3",""
"Fluminense","Flamengo","Flamengo","1","3","RJ"
"Avai","Coritiba","Coritiba","0","2","PR"
"Sport","Santos","Empate","1","1",""
"Ponte Preta","Vasco","Vasco","0","1","RJ"
"Atletico-MG","Avai","Atletico-MG","2","0","MG"
"Internacional","Palmeiras","Internacional","1","0","RS"
"Figueirense","Athletico-PR","Empate","1","1",""
"Santos","Sao Paulo","Santos","3","0","SP"
"Corinthians","Gremio","Empate","1","1",""
"Coritiba","Fluminense","Empate","1","1",""
"Goias","Sport","Goias","1","0","GO"
"Joinville","Chapecoense","Empate","0","0",""
"Flamengo","Cruzeiro","Flamengo","2","0","RJ"
"Coritiba","Internacional","Internacional","0","1","RS"
"Palmeiras","Figueirense","Palmeiras","2","0","SP"
"Corinthians","Joinville","Corinthians","3","0","SP"
"Ponte Preta","Santos","Ponte Preta","3","1","SP"
"Cruzeiro","Atletico-MG","Empate","1","1",""
"Gremio","Sao Paulo","Sao Paulo","1","2","SP"
"Chapecoense","Flamengo","Flamengo","1","3","RJ"
"Vasco","Athletico-PR","Vasco","2","0","RJ"
"Sport","Fluminense","Sport","1","0","PE"
"Avai","Goias","Avai","2","1","SC"
"Goias","Ponte Preta","Ponte Preta","1","2","SP"
"Joinville","Sport","Empate","1","1",""
"Fluminense","Palmeiras","Palmeiras","1","4","SP"
"Athletico-PR","Gremio","Gremio","1","2","RS"
"Figueirense","Avai","Avai","0","1","SC"
"Santos","Atletico-MG","Santos","4","0","SP"
"Internacional","Corinthians","Internacional","2","1","RS"
"Cruzeiro","Vasco","Empate","2","2",""
"Sao Paulo","Chapecoense","Empate","0","0",""
"Flamengo","Coritiba","Coritiba","0","2","PR"
"Internacional","Figueirense","Empate","1","1",""
"Palmeiras","Gremio","Palmeiras","3","2","SP"
"Ponte Preta","Fluminense","Ponte Preta","3","1","SP"
"Goias","Joinville","Goias","3","0","GO"
"Corinthians","Santos","Corinthians","2","0","SP"
"Atletico-MG","Flamengo","Atletico-MG","4","1","MG"
"Vasco","Sport","Vasco","2","1","RJ"
"Avai","Sao Paulo","Avai","2","1","SC"
"Coritiba","Athletico-PR","Coritiba","2","0","PR"
"Chapecoense","Cruzeiro","Cruzeiro","0","2","MG"
"Fluminense","Goias","Fluminense","2","0","RJ"
"Gremio","Avai","Gremio","3","1","RS"
"Athletico-PR","Ponte Preta","Ponte Preta","1","2","SP"
"Santos","Internacional","Santos","3","1","SP"
"Flamengo","Vasco","Vasco","1","2","RJ"
"Joinville","Atletico-MG","Empate","2","2",""
"Figueirense","Corinthians","Corinthians","1","3","SP"
"Sao Paulo","Palmeiras","Empate","1","1",""
"Sport","Chapecoense","Sport","3","0","PE"
"Cruzeiro","Coritiba","Cruzeiro","2","0","MG"
"Internacional","Sport","Internacional","2","1","RS"
"Coritiba","Atletico-MG","Atletico-MG","0","3","MG"
"Sao Paulo","Athletico-PR","Sao Paulo","1","0","SP"
"Flamengo","Joinville","Flamengo","2","0","RJ"
"Avai","Vasco","Empate","1","1",""
"Goias","Figueirense","Figueirense","2","3","SC"
"Cruzeiro","Gremio","Empate","0","0",""
"Ponte Preta","Corinthians","Empate","2","2",""
"Santos","Fluminense","Santos","3","1","SP"
"Chapecoense","Palmeiras","Chapecoense","5","1","SC"
"Atletico-MG","Internacional","Atletico-MG","2","1","MG"
"Sport","Avai","Sport","3","0","PE"
"Joinville","Coritiba","Joinville","3","1","SC"
"Figueirense","Flamengo","Figueirense","3","0","SC"
"Palmeiras","Ponte Preta","Ponte Preta","0","1","SP"
"Fluminense","Sao Paulo","Fluminense","2","0","RJ"
"Athletico-PR","Cruzeiro","Empate","2","2",""
"Corinthians","Goias","Corinthians","3","0","SP"
"Vasco","Chapecoense","Empate","1","1",""
"Gremio","Santos","Gremio","1","0","RS"
"Avai","Palmeiras","Palmeiras","1","3","SP"
"Joinville","Figueirense","Joinville","1","0","SC"
"Cruzeiro","Fluminense","Cruzeiro","2","0","MG"
"Ponte Preta","Coritiba","Ponte Preta","3","0","SP"
"Athletico-PR","Corinthians","Corinthians","1","4","SP"
"Sao Paulo","Vasco","Empate","2","2",""
"Flamengo","Internacional","Internacional","0","1","RS"
"Gremio","Chapecoense","Chapecoense","2","3","SC"
"Santos","Goias","Santos","3","1","SP"
"Sport","Atletico-MG","Sport","4","1","PE"
"Fluminense","Athletico-PR","Athletico-PR","0","1","PR"
"Internacional","Joinville","Internacional","1","0","RS"
"Figueirense","Santos","Empate","0","0",""
"Palmeiras","Sport","Sport","0","2","PE"
"Chapecoense","Avai","Empate","0","0",""
"Corinthians","Flamengo","Corinthians","1","0","SP"
"Vasco","Gremio","Empate","0","0",""
"Coritiba","Sao Paulo","Sao Paulo","1","2","SP"
"Goias","Cruzeiro","Cruzeiro","0","1","MG"
"Atletico-MG","Ponte Preta","Atletico-MG","2","1","MG"
"Sao Paulo","Sport","Sao Paulo","3","0","SP"
"Avai","Cruzeiro","Empate","1","1",""
"Ponte Preta","Joinville","Ponte Preta","1","0","SP"
"Coritiba","Figueirense","Empate","1","1",""
"Gremio","Flamengo","Gremio","2","0","RS"
"Atletico-MG","Corinthians","Corinthians","0","3","SP"
"Chapecoense","Athletico-PR","Empate","0","0",""
"Santos","Palmeiras","Santos","2","1","SP"
"Vasco","Fluminense","Fluminense","0","1","RJ"
"Goias","Internacional","Goias","2","1","GO"
"Internacional","Ponte Preta","Internacional","1","0","RS"
"Corinthians","Coritiba","Corinthians","2","1","SP"
"Athletico-PR","Avai","Athletico-PR","2","1","PR"
"Fluminense","Chapecoense","Chapecoense","2","3","SC"
"Flamengo","Goias","Flamengo","4","1","RJ"
"Cruzeiro","Sao Paulo","Cruzeiro","2","1","MG"
"Figueirense","Atletico-MG","Atletico-MG","0","1","MG"
"Palmeiras","Vasco","Vasco","0","2","RJ"
"Joinville","Santos","Empate","0","0",""
"Sport","Gremio","Sport","1","0","PE"
"Cruzeiro","Sport","Cruzeiro","3","0","MG"
"Goias","Coritiba","Coritiba","1","3","PR"
"Ponte Preta","Figueirense","Figueirense","0","1","SC"
"Athletico-PR","Palmeiras","Empate","3","3",""
"Avai","Joinville","Avai","2","1","SC"
"Gremio","Fluminense","Gremio","1","0","RS"
"Chapecoense","Internacional","Chapecoense","1","0","SC"
"Sao Paulo","Atletico-MG","Sao Paulo","4","2","SP"
"Santos","Flamengo","Empate","0","0",""
"Vasco","Corinthians","Empate","1","1",""
"Palmeiras","Cruzeiro","Empate","1","1",""
"Atletico-MG","Goias","Empate","2","2",""
"Internacional","Gremio","Internacional","1","0","RS"
"Corinthians","Sao Paulo","Corinthians","6","1","SP"
"Figueirense","Chapecoense","Empate","0","0",""
"Joinville","Vasco","Vasco","1","2","RJ"
"Flamengo","Ponte Preta","Empate","1","1",""
"Fluminense","Avai","Fluminense","3","1","RJ"
"Coritiba","Santos","Coritiba","1","0","PR"
"Sport","Athletico-PR","Empate","0","0",""
"Sao Paulo","Figueirense","Sao Paulo","3","2","SP"
"Fluminense","Internacional","Empate","1","1",""
"Avai","Ponte Preta","Avai","1","0","SC"
"Cruzeiro","Joinville","Cruzeiro","3","0","MG"
"Gremio","Atletico-MG","Gremio","2","1","RS"
"Sport","Corinthians","Sport","2","0","PE"
"Palmeiras","Coritiba","Coritiba","0","2","PR"
"Chapecoense","Goias","Goias","1","3","GO"
"Vasco","Santos","Vasco","1","0","RJ"
"Athletico-PR","Flamengo","Athletico-PR","3","0","PR"
"Joinville","Gremio","Gremio","0","2","RS"
"Flamengo","Palmeiras","Palmeiras","1","2","SP"
"Santos","Athletico-PR","Santos","5","1","SP"
"Atletico-MG","Chapecoense","Atletico-MG","3","0","MG"
"Ponte Preta","Sport","Sport","0","1","PE"
"Internacional","Cruzeiro","Internacional","2","0","RS"
"Figueirense","Fluminense","Figueirense","1","0","SC"
"Goias","Sao Paulo","Sao Paulo","0","1","SP"
"Corinthians","Avai","Empate","1","1",""
"Coritiba","Vasco","Empate","0","0",""
"Flamengo","Sport","Flamengo","1","0","RJ"
"Palmeiras","Athletico-PR","Palmeiras","4","0","SP"
"Atletico-MG","Santos","Atletico-MG","1","0","MG"
"Coritiba","Cruzeiro","Coritiba","1","0","PR"
"Santa Cruz","Vitoria","Santa Cruz","4","1","PE"
"Botafogo-RJ","Sao Paulo","Sao Paulo","0","1","SP"
"America-MG","Fluminense","Fluminense","0","1","RJ"
"Figueirense","Ponte Preta","Empate","0","0",""
"Corinthians","Gremio","Empate","0","0",""
"Internacional","Chapecoense","Empate","0","0",""
"Ponte Preta","Palmeiras","Ponte Preta","2","1","SP"
"Fluminense","Santa Cruz","Empate","2","2",""
"Cruzeiro","Figueirense","Empate","2","2",""
"Santos","Coritiba","Santos","2","1","SP"
"Athletico-PR","Atletico-MG","Empate","1","1",""
"Vitoria","Corinthians","Vitoria","3","2","BA"
"Chapecoense","America-MG","Chapecoense","3","1","SC"
"Sao Paulo","Internacional","Internacional","1","2","RS"
"Gremio","Flamengo","Gremio","1","0","RS"
"Sport","Botafogo-RJ","Empate","1","1",""
"Figueirense","Santos","Empate","2","2",""
"Botafogo-RJ","Athletico-PR","Botafogo-RJ","2","1","RJ"
"Flamengo","Chapecoense","Empate","2","2",""
"America-MG","Vitoria","Empate","1","1",""
"Santa Cruz","Cruzeiro","Santa Cruz","4","1","PE"
"Coritiba","Sao Paulo","Empate","1","1",""
"Palmeiras","Fluminense","Palmeiras","2","0","SP"
"Corinthians","Ponte Preta","Corinthians","3","0","SP"
"Internacional","Sport","Internacional","1","0","RS"
"Atletico-MG","Gremio","Gremio","0","3","RS"
"Cruzeiro","America-MG","Empate","1","1",""
"Athletico-PR","Figueirense","Athletico-PR","2","1","PR"
"Chapecoense","Santa Cruz","Empate","1","1",""
"Ponte Preta","Flamengo","Flamengo","1","2","RJ"
"Sport","Corinthians","Corinthians","0","2","SP"
"Fluminense","Botafogo-RJ","Fluminense","1","0","RJ"
"Vitoria","Atletico-MG","Empate","1","1",""
"Sao Paulo","Palmeiras","Sao Paulo","1","0","SP"
"Gremio","Coritiba","Gremio","2","0","RS"
"Santos","Internacional","Internacional","0","1","RS"
"Internacional","Athletico-PR","Internacional","1","0","RS"
"Coritiba","Chapecoense","Chapecoense","3","4","SC"
"Santa Cruz","Sport","Sport","0","1","PE"
"Corinthians","Santos","Corinthians","1","0","SP"
"Atletico-MG","Fluminense","Empate","1","1",""
"Botafogo-RJ","Cruzeiro","Cruzeiro","0","1","MG"
"Figueirense","Sao Paulo","Figueirense","1","0","SC"
"America-MG","Ponte Preta","Ponte Preta","1","2","SP"
"Flamengo","Vitoria","Flamengo","1","0","RJ"
"Palmeiras","Gremio","Palmeiras","4","3","SP"
"Athletico-PR","Santa Cruz","Athletico-PR","1","0","PR"
"Chapecoense","Fluminense","Empate","0","0",""
"Corinthians","Coritiba","Corinthians","2","1","SP"
"America-MG","Figueirense","America-MG","1","0","MG"
"Santos","Botafogo-RJ","Santos","3","0","SP"
"Vitoria","Internacional","Vitoria","1","0","BA"
"Sport","Atletico-MG","Empate","4","4",""
"Gremio","Ponte Preta","Gremio","1","0","RS"
"Flamengo","Palmeiras","Palmeiras","1","2","SP"
"Cruzeiro","Sao Paulo","Sao Paulo","0","1","SP"
"Internacional","America-MG","Internacional","3","1","RS"
"Ponte Preta","Chapecoense","Ponte Preta","2","1","SP"
"Fluminense","Gremio","Empate","1","1",""
"Sao Paulo","Athletico-PR","Athletico-PR","1","2","PR"
"Botafogo-RJ","Vitoria","Empate","1","1",""
"Coritiba","Sport","Coritiba","3","2","PR"
"Atletico-MG","Cruzeiro","Cruzeiro","2","3","MG"
"Palmeiras","Corinthians","Palmeiras","1","0","SP"
"Figueirense","Flamengo","Figueirense","1","0","SC"
"Santa Cruz","Santos","Santos","0","2","SP"
"Ponte Preta","Athletico-PR","Ponte Preta","3","2","SP"
"Chapecoense","Gremio","Empate","3","3",""
"Sao Paulo","Vitoria","Sao Paulo","2","0","SP"
"Botafogo-RJ","America-MG","Botafogo-RJ","3","1","RJ"
"Santa Cruz","Figueirense","Santa Cruz","1","0","PE"
"Santos","Sport","Santos","2","0","SP"
"Coritiba","Palmeiras","Empate","2","2",""
"Cruzeiro","Flamengo","Flamengo","0","1","RJ"
"Internacional","Atletico-MG","Internacional","2","0","RS"
"Fluminense","Corinthians","Fluminense","1","0","RJ"
"Palmeiras","Santa Cruz","Palmeiras","3","1","SP"
"Athletico-PR","Santos","Athletico-PR","1","0","PR"
"America-MG","Coritiba","America-MG","2","1","MG"
"Atletico-MG","Ponte Preta","Atletico-MG","3","0","MG"
"Vitoria","Chapecoense","Chapecoense","1","2","SC"
"Corinthians","Botafogo-RJ","Corinthians","3","1","SP"
"Sport","Fluminense","Sport","2","1","PE"
"Flamengo","Sao Paulo","Empate","2","2",""
"Figueirense","Internacional","Figueirense","3","2","SC"
"Gremio","Cruzeiro","Gremio","2","0","RS"
"Palmeiras","America-MG","Palmeiras","2","0","SP"
"Ponte Preta","Cruzeiro","Cruzeiro","0","4","MG"
"Botafogo-RJ","Figueirense","Empate","0","0",""
"Santa Cruz","Flamengo","Flamengo","0","1","RJ"
"Fluminense","Santos","Santos","2","4","SP"
"Atletico-MG","Corinthians","Atletico-MG","2","1","MG"
"Gremio","Vitoria","Vitoria","1","2","BA"
"Chapecoense","Athletico-PR","Empate","0","0",""
"Sao Paulo","Sport","Empate","0","0",""
"Coritiba","Internacional","Empate","1","1",""
"Cruzeiro","Palmeiras","Cruzeiro","2","1","MG"
"Corinthians","Santa Cruz","Corinthians","2","1","SP"
"America-MG","Atletico-MG","Atletico-MG","0","1","MG"
"Flamengo","Fluminense","Fluminense","1","2","RJ"
"Vitoria","Ponte Preta","Empate","1","1",""
"Internacional","Botafogo-RJ","Botafogo-RJ","2","3","RJ"
"Athletico-PR","Gremio","Athletico-PR","2","0","PR"
"Santos","Sao Paulo","Santos","3","0","SP"
"Figueirense","Coritiba","Empate","0","0",""
"Sport","Chapecoense","Sport","5","1","PE"
"Vitoria","Sport","Vitoria","3","2","BA"
"Flamengo","Internacional","Flamengo","1","0","RJ"
"Gremio","Santos","Gremio","3","2","RS"
"Coritiba","Athletico-PR","Coritiba","1","0","PR"
"Chapecoense","Cruzeiro","Chapecoense","3","2","SC"
"America-MG","Corinthians","Corinthians","0","2","SP"
"Sao Paulo","Fluminense","Sao Paulo","2","1","SP"
"Palmeiras","Figueirense","Palmeiras","4","0","SP"
"Santa Cruz","Ponte Preta","Ponte Preta","0","3","SP"
"Atletico-MG","Botafogo-RJ","Atletico-MG","5","3","MG"
"Fluminense","Coritiba","Empate","0","0",""
"Athletico-PR","America-MG","Athletico-PR","1","0","PR"
"Cruzeiro","Vitoria","Empate","2","2",""
"Internacional","Gremio","Gremio","0","1","RS"
"Corinthians","Flamengo","Corinthians","4","0","SP"
"Santos","Chapecoense","Santos","3","0","SP"
"Ponte Preta","Sao Paulo","Ponte Preta","1","0","SP"
"Botafogo-RJ","Santa Cruz","Botafogo-RJ","2","1","RJ"
"Figueirense","Atletico-MG","Empate","1","1",""
"Sport","Palmeiras","Palmeiras","1","3","SP"
"Chapecoense","Corinthians","Corinthians","0","2","SP"
"Coritiba","Botafogo-RJ","Empate","0","0",""
"Ponte Preta","Sport","Ponte Preta","2","1","SP"
"Gremio","Figueirense","Gremio","2","1","RS"
"Flamengo","Atletico-MG","Flamengo","2","0","RJ"
"Sao Paulo","America-MG","Sao Paulo","3","0","SP"
"Santa Cruz","Internacional","Santa Cruz","1","0","PE"
"Vitoria","Fluminense","Empate","0","0",""
"Cruzeiro","Athletico-PR","Athletico-PR","0","3","PR"
"Palmeiras","Santos","Empate","1","1",""
"Botafogo-RJ","Flamengo","Empate","3","3",""
"Santos","Ponte Preta","Santos","3","1","SP"
"America-MG","Santa Cruz","Santa Cruz","0","3","PE"
"Figueirense","Chapecoense","Empate","1","1",""
"Fluminense","Cruzeiro","Fluminense","2","0","RJ"
"Corinthians","Sao Paulo","Empate","1","1",""
"Internacional","Palmeiras","Palmeiras","0","1","SP"
"Athletico-PR","Vitoria","Empate","1","1",""
"Sport","Gremio","Sport","4","2","PE"
"Atletico-MG","Coritiba","Atletico-MG","2","1","MG"
"Corinthians","Figueirense","Empate","1","1",""
"Santa Cruz","Coritiba","Coritiba","0","1","PR"
"Palmeiras","Atletico-MG","Atletico-MG","0","1","MG"
"Ponte Preta","Internacional","Empate","2","2",""
"Chapecoense","Botafogo-RJ","Chapecoense","2","1","SC"
"Gremio","Sao Paulo","Gremio","1","0","RS"
"Cruzeiro","Sport","Sport","1","2","PE"
"Athletico-PR","Fluminense","Athletico-PR","1","0","PR"
"Vitoria","Santos","Santos","2","3","SP"
"Flamengo","America-MG","Flamengo","2","1","RJ"
"Figueirense","Vitoria","Figueirense","1","0","SC"
"Sport","Athletico-PR","Sport","2","0","PE"
"Atletico-MG","Santa Cruz","Atletico-MG","3","0","MG"
"Fluminense","Ponte Preta","Fluminense","3","0","RJ"
"Sao Paulo","Chapecoense","Empate","2","2",""
"Coritiba","Flamengo","Flamengo","0","2","RJ"
"Internacional","Corinthians","Corinthians","0","1","SP"
"Santos","Cruzeiro","Santos","2","0","SP"
"Botafogo-RJ","Palmeiras","Botafogo-RJ","3","1","RJ"
"America-MG","Gremio","Empate","0","0",""
"Vitoria","Coritiba","Vitoria","3","1","BA"
"Sport","America-MG","Empate","1","1",""
"Santos","Flamengo","Empate","0","0",""
"Athletico-PR","Corinthians","Athletico-PR","2","0","PR"
"Ponte Preta","Botafogo-RJ","Ponte Preta","2","0","SP"
"Gremio","Santa Cruz","Empate","0","0",""
"Sao Paulo","Atletico-MG","Atletico-MG","1","2","MG"
"Cruzeiro","Internacional","Cruzeiro","4","2","MG"
"Chapecoense","Palmeiras","Empate","1","1",""
"Flamengo","Athletico-PR","Flamengo","1","0","RJ"
"America-MG","Santos","America-MG","1","0","MG"
"Palmeiras","Vitoria","Palmeiras","2","1","SP"
"Coritiba","Ponte Preta","Coritiba","3","1","PR"
"Santa Cruz","Sao Paulo","Sao Paulo","1","2","SP"
"Internacional","Fluminense","Empate","2","2",""
"Figueirense","Sport","Empate","1","1",""
"Atletico-MG","Chapecoense","Atletico-MG","3","1","MG"
"Corinthians","Cruzeiro","Empate","1","1",""
"Sport","Flamengo","Sport","1","0","PE"
"Ponte Preta","Figueirense","Ponte Preta","2","0","SP"
"Fluminense","America-MG","Fluminense","1","0","RJ"
"Gremio","Corinthians","Gremio","3","0","RS"
"Vitoria","Santa Cruz","Empate","2","2",""
"Cruzeiro","Coritiba","Empate","2","2",""
"Santos","Atletico-MG","Santos","3","0","SP"
"Sao Paulo","Botafogo-RJ","Botafogo-RJ","0","1","RJ"
"Athletico-PR","Palmeiras","Palmeiras","0","1","SP"
"Chapecoense","Internacional","Chapecoense","1","0","SC"
"America-MG","Chapecoense","Chapecoense","1","2","SC"
"Botafogo-RJ","Sport","Botafogo-RJ","3","0","RJ"
"Atletico-MG","Athletico-PR","Atletico-MG","1","0","MG"
"Flamengo","Gremio","Flamengo","2","1","RJ"
"Palmeiras","Ponte Preta","Empate","2","2",""
"Santa Cruz","Fluminense","Fluminense","0","1","RJ"
"Internacional","Sao Paulo","Empate","1","1",""
"Coritiba","Santos","Coritiba","2","1","PR"
"Figueirense","Cruzeiro","Cruzeiro","1","2","MG"
"Corinthians","Vitoria","Corinthians","2","1","SP"
"Ponte Preta","Corinthians","Ponte Preta","2","0","SP"
"Santos","Figueirense","Figueirense","0","1","SC"
"Cruzeiro","Santa Cruz","Cruzeiro","2","0","MG"
"Gremio","Atletico-MG","Empate","1","1",""
"Fluminense","Palmeiras","Palmeiras","0","2","SP"
"Sao Paulo","Coritiba","Empate","0","0",""
"Chapecoense","Flamengo","Flamengo","1","3","RJ"
"Sport","Internacional","Empate","1","1",""
"Vitoria","America-MG","Vitoria","2","1","BA"
"Athletico-PR","Botafogo-RJ","Athletico-PR","1","0","PR"
"Fluminense","Figueirense","Fluminense","3","2","RJ"
"Botafogo-RJ","Gremio","Botafogo-RJ","2","1","RJ"
"Santa Cruz","Chapecoense","Empate","2","2",""
"Botafogo-RJ","Fluminense","Botafogo-RJ","1","0","RJ"
"Figueirense","Athletico-PR","Figueirense","1","0","SC"
"Atletico-MG","Vitoria","Atletico-MG","2","1","MG"
"Palmeiras","Sao Paulo","Palmeiras","2","1","SP"
"Coritiba","Gremio","Coritiba","4","0","PR"
"Flamengo","Ponte Preta","Flamengo","2","1","RJ"
"Corinthians","Sport","Corinthians","3","0","SP"
"America-MG","Cruzeiro","Cruzeiro","0","2","MG"
"Internacional","Santos","Internacional","2","1","RS"
"Vitoria","Flamengo","Flamengo","1","2","RJ"
"Sao Paulo","Figueirense","Sao Paulo","3","1","SP"
"Chapecoense","Coritiba","Chapecoense","1","0","SC"
"Cruzeiro","Botafogo-RJ","Botafogo-RJ","0","2","RJ"
"Athletico-PR","Internacional","Athletico-PR","2","1","PR"
"Sport","Santa Cruz","Sport","5","3","PE"
"Santos","Corinthians","Santos","2","1","SP"
"Gremio","Palmeiras","Empate","0","0",""
"Ponte Preta","America-MG","Empate","1","1",""
"Fluminense","Atletico-MG","Fluminense","4","2","RJ"
"Botafogo-RJ","Santos","Santos","0","1","SP"
"Figueirense","America-MG","Empate","2","2",""
"Santa Cruz","Athletico-PR","Santa Cruz","1","0","PE"
"Ponte Preta","Gremio","Ponte Preta","3","0","SP"
"Coritiba","Corinthians","Empate","1","1",""
"Palmeiras","Flamengo","Empate","1","1",""
"Fluminense","Chapecoense","Chapecoense","1","2","SC"
"Atletico-MG","Sport","Atletico-MG","1","0","MG"
"Internacional","Vitoria","Vitoria","0","1","BA"
"Sao Paulo","Cruzeiro","Sao Paulo","1","0","SP"
"Corinthians","Palmeiras","Palmeiras","0","2","SP"
"Flamengo","Figueirense","Flamengo","2","0","RJ"
"Cruzeiro","Atletico-MG","Empate","1","1",""
"Gremio","Fluminense","Fluminense","0","1","RJ"
"Athletico-PR","Sao Paulo","Athletico-PR","1","0","PR"
"Sport","Coritiba","Coritiba","0","1","PR"
"Chapecoense","Ponte Preta","Empate","2","2",""
"Santos","Santa Cruz","Santos","3","2","SP"
"Vitoria","Botafogo-RJ","Botafogo-RJ","0","1","RJ"
"America-MG","Internacional","America-MG","1","0","MG"
"Palmeiras","Coritiba","Palmeiras","2","1","SP"
"Sport","Santos","Sport","1","0","PE"
